ID,Контакт: ID,Дата создания,month,Воронка,funnel_group,Стадия сделки,Сделка закрыта,Дата оплаты,Сумма,revenue_amount,is_revenue_variant3,UTM Source,UTM Medium,UTM Campaign,UTM Content,Название сделки,Код_курса_сайт,Код курса,course_code_norm,event_class,classification_source,classification_pattern,classification_confidence,is_attacking_january,old_ad_id,aid_token,parsed_ad_id,old_project_name,parsed_project_name
93309,88231,15.05.2025 19:16:38,2025-05,Реактивация,Реактивация,В2С отказ,нет,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561359,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561359,,,,
93323,88245,15.05.2025 20:49:07,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,Москва.desktop.none.16975561359,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,Москва.desktop.none.16975561359,,,,
93335,88257,15.05.2025 22:51:41,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561359,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561359,,,,
93451,88321,16.05.2025 22:26:19,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,Санкт-Петербург.mobile.none.16975561359,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,Санкт-Петербург.mobile.none.16975561359,,,,
93465,88335,16.05.2025 23:59:06,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,b301,CyberED_SOC_set,Санкт-Петербург.mobile.none.16975561380,Заявка с сайта cyber-ed B2C,Код курса: B-301,,B-301,Другое,,,low,0,Санкт-Петербург.mobile.none.16975561380,,,,
93481,88347,17.05.2025 09:08:20,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex,cpc,s-410,undefined,Заявка с сайта cyber-ed B2C,Код курса: S-410,,S-410,Другое,,,low,0,undefined,,,,
93507,87711,18.05.2025 00:20:43,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561347,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561347,,,,
93515,88379,18.05.2025 11:04:25,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561359,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561359,,,,
93529,88393,18.05.2025 15:19:44,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,b301,CyberED_SOC_set,Санкт-Петербург.mobile.none.16975561366,Заявка с сайта cyber-ed B2C,Код курса: B-301,,B-301,Другое,,,low,0,Санкт-Петербург.mobile.none.16975561366,,,,
93537,88399,18.05.2025 17:16:36,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,b301,CyberED_SOC_set,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561380,Заявка с сайта cyber-ed B2C,Код курса: B-301,,B-301,Другое,,,low,0,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16975561380,,,,
93545,88407,18.05.2025 18:07:57,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,Москва.mobile.none.16996792083,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,Москва.mobile.none.16996792083,,,,
93553,88415,18.05.2025 20:23:04,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,Санкт-Петербург.mobile.none.16975561347,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,Санкт-Петербург.mobile.none.16975561347,,,,
93561,88423,18.05.2025 22:35:13,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,b301,CyberED_SOC_set,%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0.mobile.none.16975561366,Заявка с сайта cyber-ed B2C,Код курса: B-301,,B-301,Другое,,,low,0,%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0.mobile.none.16975561366,,,,
93655,88433,19.05.2025 00:45:46,2025-05,B2C,B2C,Сделка не заключена,да,,,0,0,yandex_cpc,r301,CyberED_PENTEST__set,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16996792083,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.mobile.none.16996792083,,,,
95217,46227,31.05.2025 18:41:29,2025-05,Реактивация,Реактивация,В2С отказ,нет,,,0,0,yandex,cpc,br3d,Москва.desktop.none.16975561350,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,Москва.desktop.none.16975561350,,,,
95289,89047,02.06.2025 18:00:17,2025-06,B2C,B2C,Сделка не заключена,да,,,0,0,yandex,cpc,br3d,undefined,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,undefined,,,,
119583,113149,04.09.2025 16:11:52,2025-09,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
119655,112565,05.09.2025 11:50:02,2025-09,Реактивация,Реактивация,В2С отказ,да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
119933,113041,09.09.2025 05:10:29,2025-09,Реактивация,Реактивация,В2С отказ,нет,,0.00000000,0,0,yandex,cpc,r301,undefined,Заявка с сайта cyber-ed Главная страница,main_page,,MAIN_PAGE,Другое,,,low,0,undefined,,,,
120071,112931,10.09.2025 11:33:05,2025-09,Реактивация,Реактивация,Blue team Stepik,нет,,0.00000000,0,0,yandex,cpc,brand,undefined,Blue team Stepik,Код курса: B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0,undefined,,,,
120073,112933,10.09.2025 11:35:30,2025-09,B2C,B2C,Сделка не заключена,да,,0.00000000,0,0,yandex,cpc,b802,undefined,Blue team Stepik,Код курса: B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0,undefined,,,,
120209,113041,11.09.2025 04:17:46,2025-09,Реактивация,Реактивация,В2С отказ,да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
120657,113407,16.09.2025 23:42:16,2025-09,Реактивация,Реактивация,Blue team Stepik,нет,,0.00000000,0,0,yandex,cpc,brand,undefined,Blue team Stepik,Код курса: B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0,undefined,,,,
120797,113535,17.09.2025 22:05:14,2025-09,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
120963,113661,20.09.2025 00:06:26,2025-09,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,yandex,cpc,r301,undefined,Заявка с сайта cyber-ed B2C,Код курса: R-301,,R-301,Другое,,,low,0,undefined,,,,
121019,113713,21.09.2025 20:28:27,2025-09,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
121061,113753,21.09.2025 23:48:07,2025-09,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
121173,113853,23.09.2025 12:39:24,2025-09,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,ya,cpc,brand,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
121417,114053,27.09.2025 07:27:28,2025-09,Реактивация,Реактивация,Blue team Stepik,нет,,0.00000000,0,0,yandex,cpc,brand,undefined,Blue team Stepik@,Код курса: B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0,undefined,,,,
121539,114151,30.09.2025 12:08:30,2025-09,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
121545,114155,30.09.2025 12:58:22,2025-09,B2C,B2C,Сделка заключена,да,20.10.2025,54435.00000000,54435,1,yandex,cpc,brand,undefined,Орехов Даниил Олегович_F-401-А_21.10.2025,Код курса: F-108,,F-108,Другое,,,low,0,undefined,,,,
121585,114179,30.09.2025 20:34:39,2025-09,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
121587,114179,30.09.2025 20:35:24,2025-09,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,yandex,cpc,r301,undefined,Заявка + попытка оплаты сайт Cyber-Ed.ru,R301-A,,R-301-A,Другое,,,low,0,undefined,,,,
121679,114239,01.10.2025 21:38:11,2025-10,Реактивация,Реактивация,"В проработке, нет ответа",нет,,0.00000000,0,0,yandex,cpc,brand,undefined,Blue team Stepik,Код курса: B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0,undefined,,,,
122065,114593,04.10.2025 14:23:39,2025-10,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00000000,0,0,yandex,cpc,r301,,Демо курс,R301-M0A,,R-301-M0A,Другое,,,low,0,,,,,
122323,114795,06.10.2025 15:57:49,2025-10,Реактивация,Реактивация,Некачественный лид,да,,0.00000000,0,0,yandex,cpc,brand,,ПХД,R-101,,R-101,Другое,,,low,0,,,,,
122405,114849,07.10.2025 16:24:22,2025-10,Реактивация,Реактивация,В2С отказ,нет,,0.00000000,0,0,yandex,cpc,brand,undefined,Blue team Stepik,Код курса: B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0,undefined,,,,
122721,76865,09.10.2025 13:50:45,2025-10,Реактивация,Реактивация,Blue team Stepik,нет,,0.00000000,0,0,yandex,cpc,brand,undefined,Blue team Stepik@,Код курса: B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0,undefined,,,,
