ID,Контакт: ID,Дата создания,month,Воронка,funnel_group,Стадия сделки,Сделка закрыта,Дата оплаты,Сумма,revenue_amount,is_revenue_variant3,UTM Source,UTM Medium,UTM Campaign,UTM Content,Название сделки,Код_курса_сайт,Код курса,course_code_norm,event_class,classification_source,classification_pattern,classification_confidence,is_attacking_january
128135,117081,24.11.2025 16:34:05,2025-11,Реактивация,Реактивация,Некачественный лид,да,,0.00000000,0,0,yandex,context,705047736_5679156266,%7Bad_id%7D,ПБХ,R-101,,R-101,Другое,,,low,0
128171,118355,24.11.2025 19:11:02,2025-11,Реактивация,Реактивация,Некачественный лид,да,,0.00000000,0,0,yandex,%7Bsource_type%7D,%7Bcampaign_id%7D_%7Bgbid%7D,%7Bad_id%7D,Blue Team Stepik,B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0
128259,115903,25.11.2025 12:51:09,2025-11,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00000000,0,0,yandex,{source_type},{campaign_id}_{gbid},{ad_id},Заявка с формы: pentester-new-3-anime — TEST,,,,Другое,,,low,0
128371,118355,26.11.2025 11:56:21,2025-11,Реактивация,Реактивация,Некачественный лид,да,,0.00000000,0,0,yandex,%7Bsource_type%7D,%7Bcampaign_id%7D_%7Bgbid%7D,%7Bad_id%7D,Blue Team Stepik,B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0
128657,118293,29.11.2025 00:47:07,2025-11,Реактивация,Реактивация,Некачественный лид,да,,0.00000000,0,0,ya,cpc,brand,,Blue Team Stepik,B-101,,B-101,Blue Team Stepik,Название сделки,\bblue team stepik\b,high,0
134717,115903,14.01.2026 14:43:16,2026-01,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd,{source_type},{campaign_id},{ad_id},Заявка с формы: pentester-new-3-anime — TEST,,,,Другое,,,low,0
136563,124321,26.01.2026 14:40:48,2026-01,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd,{source_type},{campaign_id},{ad_id},Заявка с формы: prof-soc-demo — TEST,B301-M0A,,B-301-M0A,Демо Блю,Название сделки,\bprof soc demo\b,high,0
138275,125569,10.02.2026 16:44:16,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),нет,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872293|aid|17596885953|adp|no|dvc|mobile|pid|205714872293|rid|205714872293|did|205714872293|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
138277,125569,10.02.2026 16:55:02,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872293|aid|17596885953|adp|no|dvc|mobile|pid|205714872293|rid|205714872293|did|205714872293|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
138637,125855,13.02.2026 19:52:22,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871141|aid|17596884724|adp|no|dvc|mobile|pid|205714871141|rid|205714871141|did|205714871141|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
138723,126631,14.02.2026 15:41:11,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871144|aid|17596884735|adp|no|dvc|mobile|pid|205714871144|rid|205714871144|did|205714871144|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
138805,126007,14.02.2026 22:01:55,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872295|aid|17596885957|adp|no|dvc|mobile|pid|205714872295|rid|205714872295|did|205714872295|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
138817,126019,14.02.2026 22:52:44,2026-02,B2C,B2C,Потенциал 01,нет,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872296|aid|17596885959|adp|no|dvc|mobile|pid|205714872296|rid|205714872296|did|205714872296|pos|none0|adn|context|crid|0|,B-301-6 или B-301-7,B301-M0A,,B-301-M0A,Другое,,,low,0
138819,126021,14.02.2026 22:57:12,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871140|aid|17596884722|adp|no|dvc|mobile|pid|205714871140|rid|205714871140|did|205714871140|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
138833,118173,15.02.2026 06:31:25,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872298|aid|17596885965|adp|no|dvc|mobile|pid|205714872298|rid|205714872298|did|205714872298|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
138881,126081,15.02.2026 18:10:46,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
138901,126101,15.02.2026 20:13:15,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871145|aid|17596884737|adp|no|dvc|mobile|pid|205714871145|rid|205714871145|did|205714871145|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
138931,126133,16.02.2026 06:38:25,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
139081,56255,16.02.2026 14:08:01,2026-02,B2C,B2C,Потенциал 01,нет,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872297|aid|17596885962|adp|no|dvc|mobile|pid|205714872297|rid|205714872297|did|205714872297|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
139297,126483,16.02.2026 22:11:54,2026-02,Реактивация,Реактивация,В2С отказ,нет,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872295|aid|17596885956|adp|no|dvc|mobile|pid|205714872295|rid|205714872295|did|205714872295|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
139381,126565,17.02.2026 11:23:58,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871140|aid|17596884722|adp|no|dvc|mobile|pid|205714871140|rid|205714871140|did|205714871140|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
139475,126637,17.02.2026 17:23:25,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
139517,126667,17.02.2026 20:00:44,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
139523,126673,17.02.2026 20:09:53,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871144|aid|17596884735|adp|no|dvc|mobile|pid|205714871144|rid|205714871144|did|205714871144|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
139557,126703,17.02.2026 23:21:32,2026-02,B2C,B2C,Потенциал 01,нет,,0.00,0,0,yd_prof_soc_demo2,context,|707144217,cid|707144217|gid|5714872295|aid|72057611634813893|adp|no|dvc|desktop|pid||rid||did||pos|none0|adn|context|crid||,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
139573,126717,18.02.2026 01:21:06,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871141|aid|17596884726|adp|no|dvc|mobile|pid|205714871141|rid|205714871141|did|205714871141|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
139585,126729,18.02.2026 05:10:52,2026-02,B2C,B2C,Потенциал 01,нет,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872295|aid|17596885956|adp|no|dvc|mobile|pid|205714872295|rid|205714872295|did|205714872295|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
139795,126921,18.02.2026 17:12:24,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
139907,127025,18.02.2026 20:35:29,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
139925,127041,18.02.2026 21:28:25,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871143|aid|17596884732|adp|no|dvc|mobile|pid|205714871143|rid|205714871143|did|205714871143|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
139929,127045,18.02.2026 21:39:48,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
139931,127047,18.02.2026 21:48:45,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871145|aid|17596884738|adp|no|dvc|mobile|pid|205714871145|rid|205714871145|did|205714871145|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
139969,127083,18.02.2026 23:57:22,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
139981,127095,19.02.2026 03:32:45,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872297|aid|17596885962|adp|no|dvc|mobile|pid|205714872297|rid|205714872297|did|205714872297|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
139987,127101,19.02.2026 05:41:14,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871146|aid|17596884740|adp|no|dvc|desktop|pid|205714871146|rid|205714871146|did|205714871146|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
139989,127209,19.02.2026 07:01:51,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871141|aid|17596884726|adp|no|dvc|mobile|pid|205714871141|rid|205714871141|did|205714871141|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
139993,120201,19.02.2026 07:28:23,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872296|aid|17596885960|adp|no|dvc|smart_tv|pid|205714872296|rid|205714872296|did|205714872296|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
140047,9663,19.02.2026 13:28:38,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871145|aid|17596884738|adp|no|dvc|desktop|pid|205714871145|rid|205714871145|did|205714871145|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140073,127173,19.02.2026 15:48:33,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871145|aid|17596884738|adp|no|dvc|mobile|pid|205714871145|rid|205714871145|did|205714871145|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140093,127191,19.02.2026 17:36:09,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871145|aid|17596884738|adp|no|dvc|mobile|pid|205714871145|rid|205714871145|did|205714871145|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140105,127197,19.02.2026 18:29:53,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872298|aid|17596885965|adp|no|dvc|mobile|pid|205714872298|rid|205714872298|did|205714872298|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
140109,43673,19.02.2026 18:44:00,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872298|aid|17596885965|adp|no|dvc|desktop|pid|205714872298|rid|205714872298|did|205714872298|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
140113,120529,19.02.2026 19:15:03,2026-02,B2C,B2C,Потенциал 01,нет,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871143|aid|17596884732|adp|no|dvc|mobile|pid|205714871143|rid|205714871143|did|205714871143|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140115,127203,19.02.2026 19:17:38,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140193,127275,19.02.2026 22:40:07,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140237,127319,20.02.2026 01:23:29,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140239,127321,20.02.2026 03:28:21,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871143|aid|17596884732|adp|no|dvc|desktop|pid|56547528349|rid|56547528349|did|56547528349|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140247,127327,20.02.2026 08:07:17,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140263,127341,20.02.2026 12:03:57,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140271,127349,20.02.2026 13:47:21,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871143|aid|17596884732|adp|no|dvc|mobile|pid|205714871143|rid|205714871143|did|205714871143|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140311,127373,20.02.2026 20:01:34,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140341,127403,21.02.2026 17:03:51,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140345,127405,21.02.2026 19:39:46,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872295|aid|17596885956|adp|no|dvc|mobile|pid|205714872295|rid|205714872295|did|205714872295|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
140357,127423,21.02.2026 22:15:06,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140361,127427,22.02.2026 00:56:22,2026-02,B2C,B2C,Сделка не заключена,да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872298|aid|17596885965|adp|no|dvc|mobile|pid|205714872298|rid|205714872298|did|205714872298|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
140363,127429,22.02.2026 01:15:25,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo,context,vea_b2c_prof_pentest_demo_RSYA_100226_rm261125_RF_LEAD_TILDA|707144207,cid|707144207|gid|5714871225|aid|17596885378|adp|no|dvc|mobile|pid|205714871225|rid|205714871225|did|205714871225|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Демо Ред,UTM Campaign,\bprof pentest demo\b,medium,0
140365,127431,22.02.2026 06:18:00,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871143|aid|17596884732|adp|no|dvc|mobile|pid|205714871143|rid|205714871143|did|205714871143|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140369,127433,22.02.2026 09:36:16,2026-02,B2C,B2C,Взято в работу,нет,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871145|aid|17596884738|adp|no|dvc|mobile|pid|205714871145|rid|205714871145|did|205714871145|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140371,123485,22.02.2026 12:06:40,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_soc_demo2,context,vea_b2c_prof_soc_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144217,cid|707144217|gid|5714872296|aid|17596885960|adp|no|dvc|desktop|pid|205714872296|rid|205714872296|did|205714872296|pos|none0|adn|context|crid|0|,SOC Демо,B301-M0A,,B-301-M0A,Другое,,,low,0
140375,127441,22.02.2026 13:47:20,2026-02,Холодная воронка,Холодная воронка,Некачественный лид,да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871145|aid|17596884738|adp|no|dvc|mobile|pid|205714871145|rid|205714871145|did|205714871145|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
140377,127443,22.02.2026 14:51:59,2026-02,Реактивация,Реактивация,Входящие лиды (нет ответа),да,,0.00,0,0,yd_prof_pentest_demo2,context,vea_b2c_prof_pentest_demo2_RSYA_100226_rm261125_RF_LEAD_TILDA|707144191,cid|707144191|gid|5714871142|aid|17596884728|adp|no|dvc|mobile|pid|205714871142|rid|205714871142|did|205714871142|pos|none0|adn|context|crid|0|,Пентест Демо,R301-M0A,,R-301-M0A,Другое,,,low,0
